productCode,productName,customerName,orderDate,total_price
S18_2957,"1934 Ford V8 Coupe","AV Stores, Co.",2004-11-17,955.62
S700_2610,"The USS Constitution Ship","Saveley & Henriot, Co.",2004-01-02,954.15
S24_3432,"2002 Chevy Corvette","Norway Gifts By Mail, Co.",2003-10-05,954.03
S32_4289,"1928 Ford Phaeton Deluxe","L'ordine Souveniers",2005-05-10,953.40
S10_4698,"2003 Harley-Davidson Eagle Drag Bike","Australian Gift Network, Co",2005-02-02,952.80
S700_4002,"American Airlines: MD-11S","Norway Gifts By Mail, Co.",2004-08-21,952.77
S700_1138,"The Schooner Bluenose","Euro+ Shopping Channel",2004-12-02,952.00
S10_2016,"1996 Moto Guzzi 1100i",FunGiftIdeas.com,2005-03-03,951.52
S24_2011,"18th century schooner","Québec Home Shopping Network",2004-06-17,951.21
S24_3816,"1940 Ford Delivery Sedan","Enaco Distributors",2003-11-26,951.02
S12_3990,"1970 Plymouth Hemi Cuda","Online Mini Collectables",2004-08-02,949.62
S24_2841,"1900s Vintage Bi-Plane","Rovelli Gifts",2004-11-12,949.48
S18_1889,"1948 Porsche 356-A Roadster","UK Collectables, Ltd.",2004-06-01,948.64
S18_1889,"1948 Porsche 356-A Roadster","Salzburg Collectables",2005-05-17,948.64
S18_3232,"1992 Ferrari 360 Spider red","Euro+ Shopping Channel",2005-03-15,948.29
S18_4600,"1940s Ford truck","Anna's Decorations, Ltd",2005-01-20,948.06
S24_1046,"1970 Chevy Chevelle SS 454",Toys4GrownUps.com,2005-01-12,945.88
S50_4713,"2002 Yamaha YZR M1","Online Mini Collectables",2004-08-02,945.42
S24_1785,"1928 British Royal Navy Airplane","Kelly's Gift Shop",2003-11-11,945.36
S24_4258,"1936 Chrysler Airflow","West Coast Collectables Co.",2004-01-29,944.70
S18_3136,"18th Century Vintage Horse Carriage","Souveniers And Things Co.",2004-07-19,944.57
S72_3212,"Pont Yacht","Euro+ Shopping Channel",2005-03-01,943.56
S24_3191,"1969 Chevrolet Camaro Z28","Euro+ Shopping Channel",2004-10-16,941.71
S700_2610,"The USS Constitution Ship","Salzburg Collectables",2003-04-28,941.08
S12_3380,"1968 Dodge Charger","Toms Spezialitäten, Ltd",2003-11-20,940.68
S18_2870,"1999 Indy 500 Monte Carlo SS","Gift Depot Inc.",2003-11-05,939.84
S24_4620,"1961 Chevrolet Impala","Online Mini Collectables",2004-08-02,939.40
S24_3949,"Corsair F4U ( Bird Cage)","Euro+ Shopping Channel",2004-06-24,939.04
S32_4485,"1974 Ducati 350 Mk3 Desmo","Euro+ Shopping Channel",2004-12-07,938.90
S12_3990,"1970 Plymouth Hemi Cuda","UK Collectables, Ltd.",2004-06-01,938.42
S18_2625,"1936 Harley Davidson El Knucklehead","La Rochelle Gifts",2004-07-23,937.62
S24_4048,"1992 Porsche Cayenne Turbo Silver","Suominen Souveniers",2003-08-01,936.81
S24_1046,"1970 Chevy Chevelle SS 454","Handji Gifts& Co",2004-09-01,936.32
S18_4933,"1957 Ford Thunderbird","Rovelli Gifts",2003-11-05,935.04
S24_2360,"1982 Ducati 900 Monster","Auto Canal+ Petit",2004-01-15,934.95
S12_3990,"1970 Plymouth Hemi Cuda","Anna's Decorations, Ltd",2003-11-04,933.66
S18_2432,"1926 Ford Fire Engine","Baane Mini Imports",2003-01-29,933.44
S32_1268,"1980’s GM Manhattan Express","Down Under Souveniers, Inc",2005-03-11,932.25
S32_4485,"1974 Ducati 350 Mk3 Desmo","Toys of Finland, Co.",2004-09-30,931.70
S700_1691,"American Airlines: B767-300","Tekni Collectables Inc.",2005-04-03,931.68
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport","Extreme Desk Decorations, Ltd",2004-07-12,931.37
S700_2610,"The USS Constitution Ship","Enaco Distributors",2003-11-26,931.00
S10_4962,"1962 LanciaA Delta 16V","Handji Gifts& Co",2004-02-04,930.79
S12_3380,"1968 Dodge Charger","Blauer See Auto, Co.",2003-10-04,930.16
S24_3949,"Corsair F4U ( Bird Cage)","Mini Classics",2004-10-15,928.00
S18_4933,"1957 Ford Thunderbird","Anna's Decorations, Ltd",2003-09-11,927.92
S18_2319,"1964 Mercedes Tour Bus","Suominen Souveniers",2003-08-01,927.81
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport","Mini Caravy",2004-04-13,927.72
S18_3259,"Collectable Wooden Train",GiftsForHim.com,2004-06-16,927.70
S18_2625,"1936 Harley Davidson El Knucklehead","Corporate Gift Ideas Co.",2003-10-10,926.64
S24_3371,"1971 Alpine Renault 1600s","Herkku Gifts",2003-11-12,926.33
S18_2248,"1911 Ford Town Car","Mini Gifts Distributors Ltd.",2003-11-12,926.33
S24_3420,"1937 Horch 930V Limousine","Tokyo Collectables, Ltd",2004-11-23,925.76
S24_1444,"1970 Dodge Coronet","Diecast Collectables",2003-12-09,924.80
S18_1342,"1937 Lincoln Berline","West Coast Collectables Co.",2004-01-29,924.70
S24_3191,"1969 Chevrolet Camaro Z28","The Sharp Gifts Warehouse",2005-04-22,924.60
S12_1099,"1968 Ford Mustang","Volvo Model Replicas, Co",2004-11-03,924.20
S700_1138,"The Schooner Bluenose","Land of Toys Inc.",2004-05-07,924.00
S18_1889,"1948 Porsche 356-A Roadster","Suominen Souveniers",2005-01-06,924.00
S18_2957,"1934 Ford V8 Coupe","Amica Models & Co.",2004-08-17,923.78
S18_2957,"1934 Ford V8 Coupe","Auto Associés & Cie.",2004-10-11,923.78
S18_2957,"1934 Ford V8 Coupe","Mini Gifts Distributors Ltd.",2004-10-21,923.78
S700_2824,"1982 Camaro Z28","Down Under Souveniers, Inc",2005-03-11,923.45
S700_4002,"American Airlines: MD-11S","The Sharp Gifts Warehouse",2004-05-11,922.46
S18_1367,"1936 Mercedes-Benz 500K Special Roadster","AV Stores, Co.",2004-11-17,921.78
S700_2834,"ATA: B757-300","Euro+ Shopping Channel",2003-06-27,920.72
S10_2016,"1996 Moto Guzzi 1100i","Diecast Classics Inc.",2004-11-02,920.61
S700_3167,"F/A 18 Hornet 1/72","L'ordine Souveniers",2005-05-10,918.40
S700_2834,"ATA: B757-300","Diecast Classics Inc.",2004-11-02,918.36
S24_2011,"18th century schooner","Tokyo Collectables, Ltd",2005-01-26,918.00
S700_3962,"The Queen Mary","CAF Imports",2003-11-07,917.62
S12_2823,"2002 Suzuki XREO","Lyon Souveniers",2003-07-01,917.28
S24_3949,"Corsair F4U ( Bird Cage)","Tokyo Collectables, Ltd",2004-11-23,917.12
S18_2319,"1964 Mercedes Tour Bus","Anna's Decorations, Ltd",2005-01-20,916.83
S24_3420,"1937 Horch 930V Limousine","Oulu Toy Supplies, Inc.",2005-01-31,916.64
S24_1046,"1970 Chevy Chevelle SS 454","Anna's Decorations, Ltd",2003-09-11,915.74
S32_2509,"1954 Greyhound Scenicruiser","Dragon Souveniers, Ltd.",2003-10-22,915.48
S24_4048,"1992 Porsche Cayenne Turbo Silver","Clover Collections, Co.",2004-02-12,915.48
S700_4002,"American Airlines: MD-11S","Toys of Finland, Co.",2003-10-06,914.29
S24_2000,"1960 BSA Gold Star DBD34","Australian Collectors, Co.",2004-02-20,914.10
S32_3207,"1950's Chicago Surface Lines Streetcar","Muscle Machine Inc",2003-06-03,913.50
S18_2949,"1913 Ford Model T Speedster","Mini Gifts Distributors Ltd.",2004-12-10,911.80
S700_2610,"The USS Constitution Ship","Danish Wholesale Imports",2003-02-11,910.80
S18_2957,"1934 Ford V8 Coupe","Rovelli Gifts",2003-11-05,909.44
S24_3949,"Corsair F4U ( Bird Cage)","L'ordine Souveniers",2005-05-10,907.62
S18_4522,"1904 Buick Runabout","CAF Imports",2003-11-07,907.50
S18_1984,"1995 Honda Civic","Collectable Mini Designs Co.",2004-02-26,906.15
S18_2248,"1911 Ford Town Car","Amica Models & Co.",2004-08-17,905.76
S12_3990,"1970 Plymouth Hemi Cuda","Vida Sport, Ltd",2004-02-22,904.96
S12_3990,"1970 Plymouth Hemi Cuda","Salzburg Collectables",2005-05-17,904.96
S18_3782,"1957 Vespa GS150","Auto Canal+ Petit",2004-01-15,904.50
S24_2011,"18th century schooner",giftsbymail.co.uk,2004-03-20,904.48
S700_1938,"The Mayflower","Dragon Souveniers, Ltd.",2003-04-16,904.20
S24_2360,"1982 Ducati 900 Monster","La Rochelle Gifts",2005-02-03,903.90
S18_1097,"1940 Ford Pickup Truck","Anna's Decorations, Ltd",2005-01-20,903.06
S18_2949,"1913 Ford Model T Speedster","Corporate Gift Ideas Co.",2005-02-17,902.70
S18_2581,"P-51-D Mustang","Tekni Collectables Inc.",2005-04-03,902.28
S24_4278,"1900s Vintage Tri-Plane","La Rochelle Gifts",2005-02-03,901.95
S24_2841,"1900s Vintage Bi-Plane","Salzburg Collectables",2003-04-28,901.60
S24_1578,"1997 BMW R 1100 S","Scandinavian Gift Ideas",2005-03-03,901.60
S24_3191,"1969 Chevrolet Camaro Z28","Down Under Souveniers, Inc",2004-06-03,901.42
S32_4485,"1974 Ducati 350 Mk3 Desmo","Extreme Desk Decorations, Ltd",2005-05-16,900.09
S50_1514,"1962 City of Detroit Streetcar","Mini Gifts Distributors Ltd.",2003-08-08,899.84
S18_2248,"1911 Ford Town Car","Saveley & Henriot, Co.",2004-03-02,898.95
S18_3278,"1969 Dodge Super Bee","Down Under Souveniers, Inc",2004-12-04,898.95
S18_1662,"1980s Black Hawk Helicopter","Cruz & Sons Co.",2003-11-27,898.86
S32_4289,"1928 Ford Phaeton Deluxe","La Rochelle Gifts",2005-02-03,897.75
S24_2360,"1982 Ducati 900 Monster",Toys4GrownUps.com,2003-08-25,897.60
S18_1342,"1937 Lincoln Berline","Euro+ Shopping Channel",2004-04-29,896.94
S18_1342,"1937 Lincoln Berline",GiftsForHim.com,2005-04-29,896.94
S50_1392,"Diamond T620 Semi-Skirted Tanker","Baane Mini Imports",2004-11-05,895.95
S24_3949,"Corsair F4U ( Bird Cage)","Mini Creations Ltd.",2003-08-10,895.36
S10_2016,"1996 Moto Guzzi 1100i","Herkku Gifts",2003-11-18,894.40
S24_3420,"1937 Horch 930V Limousine","Bavarian Collectables Imports, Co.",2004-09-15,892.92
S24_3371,"1971 Alpine Renault 1600s","Corporate Gift Ideas Co.",2003-10-10,892.80
S12_3891,"1969 Ford Falcon","Diecast Classics Inc.",2004-07-20,892.80
S700_2834,"ATA: B757-300",FunGiftIdeas.com,2005-03-03,892.24
S18_2949,"1913 Ford Model T Speedster","Souveniers And Things Co.",2004-07-19,891.55
S700_4002,"American Airlines: MD-11S","Salzburg Collectables",2003-04-28,891.38
S700_4002,"American Airlines: MD-11S","L'ordine Souveniers",2005-05-10,891.38
S700_2824,"1982 Camaro Z28","Saveley & Henriot, Co.",2003-11-25,890.12
S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger","Auto Associés & Cie.",2004-10-11,890.12
S18_3136,"18th Century Vintage Horse Carriage","West Coast Collectables Co.",2004-01-29,890.10
S18_2581,"P-51-D Mustang","Norway Gifts By Mail, Co.",2004-08-21,889.59
S18_4933,"1957 Ford Thunderbird","Souveniers And Things Co.",2005-05-29,889.46
S24_3949,"Corsair F4U ( Bird Cage)","Bavarian Collectables Imports, Co.",2004-09-15,888.44
S18_1097,"1940 Ford Pickup Truck","Mini Wheels Co.",2004-11-18,886.72
S700_2834,"ATA: B757-300","Kelly's Gift Shop",2003-11-11,886.32
S700_2834,"ATA: B757-300","Gift Ideas Corp.",2004-12-04,886.32
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet","Double Decker Gift Stores, Ltd",2003-11-14,886.14
S32_1268,"1980’s GM Manhattan Express","La Corne D'abondance, Co.",2003-04-01,886.10
S50_1514,"1962 City of Detroit Streetcar","Dragon Souveniers, Ltd.",2003-10-22,885.78
S12_2823,"2002 Suzuki XREO","Mini Wheels Co.",2003-12-01,885.64
S700_1138,"The Schooner Bluenose","Mini Gifts Distributors Ltd.",2003-08-08,885.44
S24_2000,"1960 BSA Gold Star DBD34","The Sharp Gifts Warehouse",2004-05-11,885.08
S24_3371,"1971 Alpine Renault 1600s","Mini Gifts Distributors Ltd.",2003-07-02,884.85
S32_3207,"1950's Chicago Surface Lines Streetcar","Diecast Collectables",2003-12-09,884.80
S18_4522,"1904 Buick Runabout","Dragon Souveniers, Ltd.",2003-04-16,884.76
S700_3167,"F/A 18 Hornet 1/72","Norway Gifts By Mail, Co.",2004-08-21,884.00
S18_3232,"1992 Ferrari 360 Spider red","Volvo Model Replicas, Co",2004-11-19,883.98
S24_3420,"1937 Horch 930V Limousine","Salzburg Collectables",2003-04-28,883.68
S700_3167,"F/A 18 Hornet 1/72","Royal Canadian Collectables, Ltd.",2004-04-02,883.20
S700_3167,"F/A 18 Hornet 1/72","Tekni Collectables Inc.",2005-04-03,883.20
S18_2625,"1936 Harley Davidson El Knucklehead","Technics Stores Inc.",2003-10-28,883.08
S24_1046,"1970 Chevy Chevelle SS 454","Heintze Collectables",2003-10-17,881.88
S18_2248,"1911 Ford Town Car","Rovelli Gifts",2003-11-05,881.44
S18_2625,"1936 Harley Davidson El Knucklehead","Australian Collectors, Co.",2004-02-20,881.25
S18_2325,"1932 Model A Ford J-Coupe","Corrida Auto Replicas, Ltd",2004-01-26,881.02
S18_2870,"1999 Indy 500 Monte Carlo SS","Collectable Mini Designs Co.",2004-02-26,877.80
S24_2841,"1900s Vintage Bi-Plane","Scandinavian Gift Ideas",2003-10-23,876.96
S24_4258,"1936 Chrysler Airflow","Euro+ Shopping Channel",2004-04-29,876.51
S32_4289,"1928 Ford Phaeton Deluxe","The Sharp Gifts Warehouse",2004-05-11,876.40
S50_1514,"1962 City of Detroit Streetcar","AV Stores, Co.",2004-10-14,876.35
S24_3151,"1912 Ford Model T Delivery Wagon","CAF Imports",2003-11-07,876.26
S32_3207,"1950's Chicago Surface Lines Streetcar","Heintze Collectables",2004-10-22,876.15
S18_1589,"1965 Aston Martin DB5","Gift Depot Inc.",2003-11-05,876.08
S24_1785,"1928 British Royal Navy Airplane","Euro+ Shopping Channel",2003-06-27,875.36
S18_2625,"1936 Harley Davidson El Knucklehead","Osaka Souveniers Co.",2004-01-12,875.16
S18_4721,"1957 Corvette Convertible",GiftsForHim.com,2003-12-02,874.93
S18_4721,"1957 Corvette Convertible",Gifts4AllAges.com,2004-06-30,874.93
S18_4027,"1970 Triumph Spitfire","Euro+ Shopping Channel",2005-03-15,874.65
S72_3212,"Pont Yacht","Collectable Mini Designs Co.",2004-02-19,874.62
S24_3420,"1937 Horch 930V Limousine","Souveniers And Things Co.",2004-12-17,874.44
S24_2000,"1960 BSA Gold Star DBD34","L'ordine Souveniers",2005-05-10,874.44
S18_1342,"1937 Lincoln Berline","Corporate Gift Ideas Co.",2003-10-18,873.30
S24_3191,"1969 Chevrolet Camaro Z28","Heintze Collectables",2003-10-17,873.24
S32_4485,"1974 Ducati 350 Mk3 Desmo","Microscale Inc.",2004-11-03,872.55
S18_4933,"1957 Ford Thunderbird",Toys4GrownUps.com,2005-01-12,870.87
S18_4933,"1957 Ford Thunderbird","Euro+ Shopping Channel",2005-02-16,870.87
S700_4002,"American Airlines: MD-11S","Souveniers And Things Co.",2004-12-17,870.66
S18_1367,"1936 Mercedes-Benz 500K Special Roadster","Corrida Auto Replicas, Ltd",2003-05-28,870.57
S24_4048,"1992 Porsche Cayenne Turbo Silver","Reims Collectables",2004-12-15,870.56
S12_3148,"1969 Corvair Monza","Gift Depot Inc.",2005-05-05,870.24
S50_1514,"1962 City of Detroit Streetcar","Saveley & Henriot, Co.",2004-01-02,869.85
S24_1046,"1970 Chevy Chevelle SS 454","Down Under Souveniers, Inc",2004-06-03,869.44
S24_1046,"1970 Chevy Chevelle SS 454","Euro+ Shopping Channel",2005-02-16,869.44
S24_3949,"Corsair F4U ( Bird Cage)","Salzburg Collectables",2003-04-28,869.40
S700_1138,"The Schooner Bluenose","Royal Canadian Collectables, Ltd.",2004-08-20,868.00
S700_1138,"The Schooner Bluenose",Gifts4AllAges.com,2005-05-06,868.00
S18_2432,"1926 Ford Fire Engine","Corrida Auto Replicas, Ltd",2003-05-28,867.85
S12_2823,"2002 Suzuki XREO","Baane Mini Imports",2004-10-15,867.60
S12_2823,"2002 Suzuki XREO","Euro+ Shopping Channel",2005-05-13,867.60
S700_2610,"The USS Constitution Ship","Petit Auto",2004-07-21,867.30
S24_4278,"1900s Vintage Tri-Plane","Norway Gifts By Mail, Co.",2004-08-21,866.45
S18_3782,"1957 Vespa GS150","Mini Gifts Distributors Ltd.",2005-03-04,865.44
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport","Corporate Gift Ideas Co.",2003-10-18,865.10
S24_2360,"1982 Ducati 900 Monster","Anna's Decorations, Ltd",2003-11-04,864.37
S24_1046,"1970 Chevy Chevelle SS 454","Mini Caravy",2004-04-13,864.24
S24_3371,"1971 Alpine Renault 1600s","Marseille Mini Autos",2003-05-08,863.94
S24_2000,"1960 BSA Gold Star DBD34","Daedalus Designs Imports",2003-11-11,863.80
S18_3232,"1992 Ferrari 360 Spider red","Toys of Finland, Co.",2005-02-09,863.64
S18_2625,"1936 Harley Davidson El Knucklehead","Australian Collectors, Co.",2003-04-29,863.10
S24_2360,"1982 Ducati 900 Monster","Online Mini Collectables",2004-08-02,862.96
S18_4600,"1940s Ford truck","Mini Auto Werke",2003-10-21,862.08
S18_4027,"1970 Triumph Spitfire","Suominen Souveniers",2004-05-05,861.72
S18_4933,"1957 Ford Thunderbird","Signal Gift Stores",2003-05-21,861.64
S18_3685,"1948 Porsche Type 356 Roadster","Collectable Mini Designs Co.",2004-02-26,860.37
S700_4002,"American Airlines: MD-11S","Bavarian Collectables Imports, Co.",2004-09-15,860.16
S700_2610,"The USS Constitution Ship",Gifts4AllAges.com,2005-05-06,860.16
S24_3949,"Corsair F4U ( Bird Cage)","The Sharp Gifts Warehouse",2004-05-11,859.88
S24_3949,"Corsair F4U ( Bird Cage)","Souveniers And Things Co.",2004-12-17,859.88
S24_4258,"1936 Chrysler Airflow",GiftsForHim.com,2005-04-29,858.96
S24_2300,"1962 Volkswagen Microbus","Corrida Auto Replicas, Ltd",2004-11-01,858.72
S72_1253,"Boeing X-32A JSF","Euro+ Shopping Channel",2005-03-01,858.06
S700_1938,"The Mayflower","CAF Imports",2003-11-07,857.45
S50_1392,"Diamond T620 Semi-Skirted Tanker","Suominen Souveniers",2003-08-01,854.28
S32_4485,"1974 Ducati 350 Mk3 Desmo","Vitachrome Inc.",2004-04-05,854.19
S24_2841,"1900s Vintage Bi-Plane","Bavarian Collectables Imports, Co.",2004-09-15,853.58
S24_3371,"1971 Alpine Renault 1600s","Toms Spezialitäten, Ltd",2004-10-16,853.57
S700_1138,"The Schooner Bluenose","Tokyo Collectables, Ltd",2004-11-23,853.44
S24_2360,"1982 Ducati 900 Monster","Daedalus Designs Imports",2003-11-11,853.30
S24_3949,"Corsair F4U ( Bird Cage)","Norway Gifts By Mail, Co.",2004-08-21,851.63
S24_1628,"1966 Shelby Cobra 427 S/C","AV Stores, Co.",2004-11-17,851.22
S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger","Vitachrome Inc.",2004-11-05,850.64
S50_4713,"2002 Yamaha YZR M1","Toys of Finland, Co.",2004-09-30,850.19
S700_1138,"The Schooner Bluenose","Saveley & Henriot, Co.",2004-01-02,850.05
S700_1691,"American Airlines: B767-300","King Kong Collectables, Co.",2003-11-15,849.50
S12_2823,"2002 Suzuki XREO","Daedalus Designs Imports",2004-02-21,849.48
S18_2957,"1934 Ford V8 Coupe","Australian Collectables, Ltd",2003-11-21,849.44
S700_3962,"The Queen Mary","Stylish Desk Decors, Co.",2003-06-12,849.06
S32_1268,"1980’s GM Manhattan Express","Saveley & Henriot, Co.",2003-11-25,847.55
S32_1268,"1980’s GM Manhattan Express","Oulu Toy Supplies, Inc.",2003-09-21,847.50
S10_2016,"1996 Moto Guzzi 1100i","Land of Toys Inc.",2003-02-24,846.88
S18_3278,"1969 Dodge Super Bee","Anna's Decorations, Ltd",2003-11-04,846.69
S18_3029,"1999 Yamaha Speed Boat","Alpha Cognac",2003-11-08,846.48
S24_2841,"1900s Vintage Bi-Plane","Norway Gifts By Mail, Co.",2004-08-21,846.04
S18_3782,"1957 Vespa GS150","Mini Gifts Distributors Ltd.",2003-07-02,845.58
S18_3782,"1957 Vespa GS150","Cruz & Sons Co.",2003-03-03,845.44
S32_4485,"1974 Ducati 350 Mk3 Desmo","Auto Canal+ Petit",2004-05-26,845.01
S24_3371,"1971 Alpine Renault 1600s","L'ordine Souveniers",2004-07-06,844.95
S700_4002,"American Airlines: MD-11S","Royal Canadian Collectables, Ltd.",2004-04-02,843.96
S18_3232,"1992 Ferrari 360 Spider red","Men 'R' US Retailers, Ltd.",2003-10-11,843.30
S18_3320,"1917 Maxwell Touring Car","West Coast Collectables Co.",2004-01-29,843.30
S18_3320,"1917 Maxwell Touring Car","Mini Gifts Distributors Ltd.",2004-12-10,843.30
S18_2625,"1936 Harley Davidson El Knucklehead",Toys4GrownUps.com,2003-08-25,843.20
S18_4933,"1957 Ford Thunderbird","Kelly's Gift Shop",2003-07-07,843.18
S12_3148,"1969 Corvair Monza","Suominen Souveniers",2004-05-05,843.00
S24_1444,"1970 Dodge Coronet","Dragon Souveniers, Ltd.",2003-10-22,842.76
S10_1678,"1969 Harley Davidson Ultimate Chopper","Salzburg Collectables",2004-11-24,842.20
S10_1678,"1969 Harley Davidson Ultimate Chopper","Toys of Finland, Co.",2004-09-30,842.16
S24_1578,"1997 BMW R 1100 S","Diecast Classics Inc.",2004-11-02,841.86
S24_2360,"1982 Ducati 900 Monster","Suominen Souveniers",2005-01-06,841.50
S18_3278,"1969 Dodge Super Bee","Australian Collectors, Co.",2004-11-24,840.29
S700_1138,"The Schooner Bluenose","Enaco Distributors",2003-11-26,840.00
S18_2949,"1913 Ford Model T Speedster",GiftsForHim.com,2005-04-29,838.89
S18_3136,"18th Century Vintage Horse Carriage","Corporate Gift Ideas Co.",2005-02-17,838.80
S24_1578,"1997 BMW R 1100 S","Kelly's Gift Shop",2005-04-01,838.48
S24_2360,"1982 Ducati 900 Monster","Marta's Replicas Co.",2004-08-27,837.33
S12_3380,"1968 Dodge Charger","Danish Wholesale Imports",2004-04-09,836.16
S18_2625,"1936 Harley Davidson El Knucklehead","Land of Toys Inc.",2004-11-15,835.80
S50_1514,"1962 City of Detroit Streetcar","Muscle Machine Inc",2003-06-03,834.75
S50_1392,"Diamond T620 Semi-Skirted Tanker","Clover Collections, Co.",2004-02-12,833.40
S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger","Diecast Classics Inc.",2004-08-19,832.58
S24_3191,"1969 Chevrolet Camaro Z28","Mini Caravy",2004-04-13,832.08
S32_2509,"1954 Greyhound Scenicruiser","Diecast Collectables",2003-12-09,831.20
S18_1097,"1940 Ford Pickup Truck","Mini Auto Werke",2003-10-21,830.72
S18_4600,"1940s Ford truck","Handji Gifts& Co",2004-02-04,830.62
S700_2824,"1982 Camaro Z28","La Corne D'abondance, Co.",2003-04-01,829.40
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet","Classic Gift Ideas, Inc",2004-10-14,828.99
S18_1367,"1936 Mercedes-Benz 500K Special Roadster","Rovelli Gifts",2003-11-05,828.00
S18_1984,"1995 Honda Civic","Motor Mint Distributors Inc.",2003-03-10,827.88
S18_2325,"1932 Model A Ford J-Coupe","Marseille Mini Autos",2004-11-25,827.61
S18_3782,"1957 Vespa GS150","Daedalus Designs Imports",2003-11-11,826.84
S10_1678,"1969 Harley Davidson Ultimate Chopper","Vitachrome Inc.",2004-04-05,826.83
S18_3259,"Collectable Wooden Train","Amica Models & Co.",2004-09-09,825.84
S18_3259,"Collectable Wooden Train","Tokyo Collectables, Ltd",2005-01-26,825.84
S18_2432,"1926 Ford Fire Engine","Marta's Replicas Co.",2004-10-13,825.30
S24_3816,"1940 Ford Delivery Sedan","Alpha Cognac",2003-11-08,825.24
S18_2248,"1911 Ford Town Car","AV Stores, Co.",2003-03-18,823.36
S18_2248,"1911 Ford Town Car","Mini Gifts Distributors Ltd.",2004-10-21,823.31
S24_3371,"1971 Alpine Renault 1600s","Mini Gifts Distributors Ltd.",2005-03-04,822.88
S12_1108,"2001 Ferrari Enzo","Lyon Souveniers",2005-03-17,822.88
S18_3278,"1969 Dodge Super Bee","Collectables For Less Inc.",2003-09-05,822.58
S24_1046,"1970 Chevy Chevelle SS 454","The Sharp Gifts Warehouse",2005-04-22,820.20
S12_4675,"1969 Dodge Charger","Scandinavian Gift Ideas",2005-03-03,819.92
S12_3380,"1968 Dodge Charger","Down Under Souveniers, Inc",2005-04-08,817.36
S700_4002,"American Airlines: MD-11S","Alpha Cognac",2003-11-08,817.32
S72_3212,"Pont Yacht","AV Stores, Co.",2004-10-14,816.85
S72_3212,"Pont Yacht","Euro+ Shopping Channel",2004-12-02,816.85
S72_3212,"Pont Yacht","Oulu Toy Supplies, Inc.",2005-01-31,816.85
S12_3990,"1970 Plymouth Hemi Cuda","Collectables For Less Inc.",2003-09-05,816.31
S10_2016,"1996 Moto Guzzi 1100i","Lyon Souveniers",2003-07-01,815.92
S10_2016,"1996 Moto Guzzi 1100i","Mini Wheels Co.",2003-12-01,815.92
S24_3371,"1971 Alpine Renault 1600s","Online Mini Collectables",2004-08-02,814.38
S24_2841,"1900s Vintage Bi-Plane","Alpha Cognac",2003-11-08,813.84
S72_1253,"Boeing X-32A JSF","Collectable Mini Designs Co.",2004-02-19,813.42
S18_3136,"18th Century Vintage Horse Carriage","Souveniers And Things Co.",2003-07-16,812.64
S24_1046,"1970 Chevy Chevelle SS 454","Signal Gift Stores",2003-05-21,812.11
S24_2000,"1960 BSA Gold Star DBD34","Down Under Souveniers, Inc",2004-12-04,811.98
S700_3505,"The Titanic","Stylish Desk Decors, Co.",2003-06-12,811.35
S24_2841,"1900s Vintage Bi-Plane","Toys of Finland, Co.",2003-10-06,810.42
S700_1138,"The Schooner Bluenose","Danish Wholesale Imports",2003-02-11,810.00
S24_4620,"1961 Chevrolet Impala","Euro+ Shopping Channel",2005-02-10,808.40
S18_1367,"1936 Mercedes-Benz 500K Special Roadster","Amica Models & Co.",2004-08-17,806.48
S24_2011,"18th century schooner","Mini Gifts Distributors Ltd.",2005-03-23,806.16
S50_1392,"Diamond T620 Semi-Skirted Tanker","Blauer See Auto, Co.",2004-03-15,805.60
S700_1938,"The Mayflower",GiftsForHim.com,2004-06-16,805.50
S18_1889,"1948 Porsche 356-A Roadster","Euro+ Shopping Channel",2003-12-02,804.65
S18_4668,"1939 Cadillac Limousine","Corrida Auto Replicas, Ltd",2003-05-28,803.93
S12_1666,"1958 Setra Bus","Tokyo Collectables, Ltd",2004-06-15,803.64
S700_1138,"The Schooner Bluenose","Salzburg Collectables",2003-04-28,802.76
S18_2949,"1913 Ford Model T Speedster","Collectables For Less Inc.",2005-01-20,802.40
S700_3505,"The Titanic","Québec Home Shopping Network",2004-06-17,802.35
S24_2000,"1960 BSA Gold Star DBD34","Marta's Replicas Co.",2004-08-27,802.10
S18_4027,"1970 Triumph Spitfire","Gift Depot Inc.",2005-05-05,801.42
S700_2824,"1982 Camaro Z28","Corrida Auto Replicas, Ltd",2004-11-01,801.12
S700_2824,"1982 Camaro Z28","Québec Home Shopping Network",2005-05-01,801.09
S32_4289,"1928 Ford Phaeton Deluxe","Royal Canadian Collectables, Ltd.",2004-04-02,800.76
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet","The Sharp Gifts Warehouse",2005-04-01,800.37
S24_4620,"1961 Chevrolet Impala","Collectables For Less Inc.",2003-09-05,800.36
S18_2432,"1926 Ford Fire Engine","Online Diecast Creations Co.",2004-11-04,799.68
